year,Country,AverageTemperature,AverageTemperatureUncertainty,alpha3
1850,Panama,26.29417752278523,0.6472637184730743,PAN
1850,Paraguay,23.2929877332172,0.7799393225024615,PRY
1850,Poland,6.963,1.4801666666666666,POL
1850,Portugal,14.841500000000002,1.6025,PRT
1850,Puerto Rico,25.015083333333333,1.23275,PRI
1850,Qatar,25.90675,1.7304166666666667,QAT
1850,Reunion,23.316063268401106,0.6320061394865499,REU
1850,Romania,8.265416666666667,1.5386666666666666,ROU
1850,Russia,-6.4265,1.8936666666666666,RUS
1850,Rwanda,18.56944014084507,1.0986637323943662,RWA
1850,Saint Barthélemy,26.106333333333335,1.1308333333333334,BLM
1850,Saint Kitts And Nevis,25.355249999999998,1.14625,KNA
1850,Saint Lucia,26.177583333333335,1.1056666666666668,LCA
1850,Saint Martin,26.106333333333335,1.1308333333333334,MAF
1850,Saint Pierre And Miquelon,3.6451666666666664,2.34825,SPM
1850,Saint Vincent And The Grenadines,26.32325,1.107,VCT
1850,San Marino,12.843166666666667,1.3485833333333332,SMR
1850,Saudi Arabia,24.644916666666663,1.6509166666666666,SAU
1850,Senegal,27.451333333333334,1.4872500000000002,SEN
1850,Serbia,9.277083333333334,1.4866666666666666,SRB
1850,Seychelles,26.057121376811594,0.9974426328502415,SYC
1850,Sierra Leone,25.49716666666667,1.5485,SLE
1850,Singapore,26.014833333333332,1.2543333333333333,SGP
1850,Sint Maarten,26.106333333333335,1.1308333333333334,SXM
1850,Slovakia,7.0715,1.5493333333333332,SVK
1850,Slovenia,8.819333333333335,1.4085833333333333,SVN
1850,Somalia,26.1885257793765,1.1436223021582734,SOM
1850,South Korea,10.948749999999999,1.6955833333333334,KOR
1850,Spain,13.527833333333334,1.469166666666667,ESP
1850,Sri Lanka,26.448833333333337,1.1134166666666665,LKA
1850,Suriname,25.792083333333334,1.1898333333333333,SUR
1850,Svalbard And Jan Mayen,-8.26,3.753833333333333,SJM
1850,Sweden,1.7709166666666667,1.4400000000000002,SWE
1850,Switzerland,6.151583333333334,1.4298333333333335,CHE
1850,Syria,17.133333333333333,1.8030833333333334,SYR
1850,Taiwan,21.58875,1.76025,TWN
1850,Tajikistan,3.3496666666666663,1.9793333333333332,TJK
1850,Tanzania,21.6338023989899,1.098263888888889,TZA
1850,Thailand,25.54791666666667,1.5496666666666667,THA
1850,Togo,26.193250000000003,1.2515,TGO
1850,Trinidad And Tobago,25.67775,1.1432499999999999,TTO
1850,Tunisia,19.295916666666667,1.6060833333333333,TUN
1850,Turkey,10.85825,1.6018333333333334,TUR
1850,Turkmenistan,14.086416666666667,2.2271666666666667,TKM
1850,Turks And Caicas Islands,26.449166666666667,1.4189166666666668,TCA
1850,Uganda,22.355840375586855,1.112262910798122,UGA
1850,Ukraine,7.418416666666666,1.4899166666666668,UKR
1850,United Arab Emirates,26.833583333333337,1.5080833333333334,ARE
1850,United Kingdom,8.224916666666667,1.4396666666666667,GBR
1850,United States of America,8.248333333333333,1.4921666666666666,USA
1850,Uruguay,17.202817153298493,0.6955497393269207,URY
1850,Uzbekistan,11.618333333333334,2.35975,UZB
1850,Venezuela,24.53916666666667,1.111,VEN
1850,Vietnam,23.19841666666667,1.5189166666666667,VNM
1850,Virgin Islands,25.855666666666668,1.1784999999999999,VIR
1850,Western Sahara,22.18225,1.74425,ESH
1850,Zambia,20.596163095238094,1.264572619047619,ZMB
1850,Zimbabwe,20.447606807511736,1.57949941314554,ZWE
1850,Åland,4.648666666666666,1.4516666666666664,ALA
1851,Afghanistan,13.605666666666666,2.0485,AFG
1851,Africa,24.07091961998654,0.39553545466604584,
1851,Albania,12.3155,1.7014166666666668,ALB
1851,Algeria,22.733333333333334,1.7249999999999999,DZA
1851,Andorra,10.297083333333333,1.5426666666666666,AND
1851,Anguilla,26.26125,1.1856666666666666,AIA
1851,Antigua And Barbuda,26.060916666666667,1.1868333333333334,ATG
1851,Armenia,9.011833333333334,2.0080833333333334,ARM
1851,Aruba,27.534833333333335,1.2195,ABW
1851,Asia,6.965583333333334,0.9645,
1851,Austria,5.391249999999999,1.6206666666666667,AUT
1851,Azerbaijan,11.594916666666668,1.8574166666666667,AZE
1851,Bahamas,24.8215,1.5749166666666667,BHS
1851,Bahrain,25.6965,1.9332500000000001,BHR
1851,Baker Island,24.962500000000002,1.1500000000000001,BKI
1851,Bangladesh,24.527416666666667,1.2784166666666665,BGD
1851,Barbados,26.020833333333332,1.1634166666666668,BRB
1851,Belarus,6.160333333333333,1.5495833333333333,BLR
1851,Belgium,8.940833333333334,1.4774166666666666,BEL
1851,Belize,24.6745,1.53975,BLZ
1851,Benin,26.714083333333335,1.3064166666666666,BEN
1851,Bhutan,11.569400621118012,1.2557903726708075,BTN
1851,"Bonaire, Saint Eustatius And Saba",26.7895,1.1855833333333334,BES
1851,Bosnia And Herzegovina,10.021083333333333,1.64375,BIH
1851,Brazil,24.342333333333332,1.11925,BRA
1851,British Virgin Islands,26.006333333333334,1.2143333333333333,VGB
1851,Bulgaria,10.790333333333335,1.7669166666666667,BGR
1851,Burkina Faso,27.708250000000003,1.4768333333333334,BFA
1851,Burma,23.49020501022495,1.2102704498977506,MMR
1851,Burundi,20.07265971192271,0.6651153357904309,BDI
1851,Cambodia,26.285,1.3894166666666667,KHM
1851,Canada,-5.3379166666666675,2.18825,CAN
1851,Cape Verde,23.777583333333336,1.27725,CPV
1851,Cayman Islands,26.380583333333334,1.4965833333333334,CYM
1851,China,5.7828333333333335,1.1516666666666666,CHN
1851,Christmas Island,25.345,1.1423333333333332,CXR
1851,Colombia,24.337833333333336,1.16075,COL
1851,Comoros,25.716172196158762,0.5031438330543442,COM
1851,Democratic Republic of the Congo,23.77197359686852,0.5186203064723688,COD
1851,Costa Rica,25.186166666666665,1.2346666666666666,CRI
1851,Croatia,10.793,1.6425833333333333,HRV
1851,Cuba,25.07716666666667,1.5213333333333334,CUB
1851,Curaçao,26.967000000000002,1.212,CUW
1851,Cyprus,18.895166666666665,1.7060000000000002,CYP
1851,Czech Republic,7.122166666666666,1.4639999999999997,CZE
1851,Côte D'Ivoire,25.471,1.2254166666666666,CIV
1851,Denmark,-18.14891666666667,2.9458333333333333,DNK
1851,Dominica,25.70025,1.16675,DMA
1851,Dominican Republic,25.272583333333333,1.281,DOM
1851,Egypt,22.35891666666667,1.9329999999999998,EGY
1851,El Salvador,24.524,1.3713333333333333,SLV
1851,Estonia,4.988499999999999,1.52525,EST
1851,Ethiopia,23.01091274433341,0.6764322840208076,ETH
1851,Europe,7.755333333333334,1.43675,
1851,Faroe Islands,6.659583333333333,1.4726666666666668,FRO
1851,Finland,1.5921666666666665,1.5786666666666667,FIN
1851,France,12.042666666666667,1.5354166666666667,FRA
1851,French Guiana,25.110083333333336,1.2266666666666668,GUF
1851,Gambia,27.132333333333335,1.3547500000000001,GMB
1851,Georgia,8.72425,1.89125,GEO
1851,Germany,7.578166666666667,1.4284166666666664,DEU
1851,Ghana,26.23166666666667,1.19625,GHA
1851,Greece,14.571416666666666,1.7088333333333334,GRC
1851,Greenland,-18.679666666666666,3.031166666666667,GRL
1851,Grenada,26.301333333333332,1.1871666666666667,GRD
1851,Guadeloupe,25.939166666666665,1.1813333333333333,GLP
1851,Guatemala,22.74325,1.4588333333333334,GTM
1851,Guernsey,10.702666666666666,1.6131666666666666,GGY
1851,Guinea,24.975333333333335,1.3323333333333334,GIN
1851,Guinea Bissau,26.299333333333333,1.3324166666666668,GNB
1851,Guyana,25.4115,1.2341666666666666,GUY
1851,Haiti,26.00475,1.3063333333333333,HTI
1851,Honduras,24.320166666666665,1.3693333333333333,HND
1851,Hong Kong,22.372666666666664,1.9073333333333335,HKG
1851,Hungary,9.547083333333333,1.61725,HUN
1851,Iceland,1.6233333333333333,2.1809166666666666,ISL
1851,India,23.485166666666668,1.3191666666666666,IND
1851,Indonesia,25.247833333333332,1.1123333333333332,IDN
1851,Iran,17.4675,1.93025,IRN
1851,Iraq,21.892333333333337,2.0810833333333334,IRQ
1851,Ireland,9.39925,1.5120833333333332,IRL
1851,Isle Of Man,9.205166666666667,1.4605833333333333,IMN
1851,Israel,19.662583333333334,1.8483333333333334,ISR
1851,Italy,11.962666666666665,1.5680833333333333,ITA
1851,Jamaica,25.768333333333334,1.35375,JAM
1851,Japan,11.117583333333334,1.6834999999999998,JPN
1851,Jersey,10.702666666666666,1.6131666666666666,JEY
1851,Jordan,19.403499999999998,1.9635833333333332,JOR
1851,Kazakhstan,4.9765,2.3024999999999998,KAZ
1851,Kenya,24.103561089426332,0.5292465251203292,KEN
1851,Kuwait,25.021916666666666,2.0985,KWT
1851,Kyrgyzstan,2.66825,2.3275833333333336,KGZ
1851,Laos,23.286916666666666,1.5901666666666667,LAO
1851,Latvia,5.522666666666667,1.5315833333333335,LVA
1851,Lebanon,17.777083333333334,1.8695833333333332,LBN
1851,Liberia,24.87483333333333,1.2704166666666667,LBR
1851,Libya,21.762,1.9481666666666666,LBY
1851,Liechtenstein,3.6595833333333334,1.6969166666666666,LIE
1851,Lithuania,6.11825,1.5063333333333333,LTU
1851,Luxembourg,8.509,1.4691666666666665,LUX
1851,Macau,22.130666666666666,1.9614166666666666,MAC
1851,Macedonia,10.25575,1.76725,MKD
1851,Madagascar,22.769626356768423,0.5614109378441479,MDG
1851,Malawi,21.43417772775568,0.528227996710851,MWI
1851,Malaysia,25.404833333333332,1.14225,MYS
1851,Mali,28.201583333333332,1.5551666666666666,MLI
1851,Malta,17.795666666666666,1.6710833333333335,MLT
1851,Martinique,25.70025,1.16675,MTQ
1851,Mauritania,27.54425,1.6800833333333334,MRT
1851,Mauritius,23.539843091942316,0.6210022245799937,MUS
1851,Mayotte,26.351951131374534,0.5404804661688912,MYT
1851,Mexico,20.24191666666667,1.6837499999999999,MEX
1851,Moldova,9.861083333333333,1.6676666666666666,MDA
1851,Monaco,8.077666666666667,1.5613333333333335,MCO
1851,Mongolia,-2.329333333333333,2.3426666666666667,MNG
1851,Montenegro,9.965833333333334,1.7148333333333332,MNE
1851,Montserrat,25.997333333333334,1.1899166666666667,MSR
1851,Morocco,17.789916666666667,1.72025,MAR
1851,Mozambique,23.60042779888551,0.4732828210076316,MOZ
1851,Nepal,14.416416666666665,1.3121666666666667,NPL
1851,Netherlands,9.040583333333332,1.4252500000000001,NLD
1851,Nicaragua,25.5725,1.2710833333333333,NIC
1851,Niger,27.45654693682452,0.859030063798771,NER
1851,North America,1.9831666666666667,1.4479999999999997,
1851,North Korea,5.283416666666667,1.9335833333333337,PRK
1851,Norway,0.18633333333333324,1.6938333333333333,NOR
1851,Oman,26.44416666666667,1.47025,OMN
1851,Pakistan,20.13175,1.6025,PAK
1851,Palestina,23.13341115237249,0.6205715099548159,PSE
1851,Panama,25.88225,1.2174166666666666,PAN
1851,Paraguay,22.93025,2.158,PRY
1851,Poland,7.452166666666667,1.4697500000000001,POL
1851,Portugal,14.705916666666667,1.7633333333333334,PRT
1851,Puerto Rico,25.13925,1.2403333333333333,PRI
1851,Qatar,26.542083333333334,1.8374166666666667,QAT
1851,Reunion,23.316063268401106,0.6320061394865499,REU
1851,Romania,9.318750000000001,1.7480833333333334,ROU
1851,Russia,-5.669583333333333,1.7481666666666669,RUS
1851,Rwanda,19.245599060566146,0.6631159246208239,RWA
1851,Saint Barthélemy,26.26125,1.1856666666666666,BLM
1851,Saint Kitts And Nevis,25.479250000000004,1.2036666666666667,KNA
1851,Saint Lucia,26.22075,1.1640833333333334,LCA
1851,Saint Martin,26.26125,1.1856666666666666,MAF
1851,Saint Pierre And Miquelon,3.7475,2.3545833333333337,SPM
1851,Saint Vincent And The Grenadines,26.36491666666667,1.1704166666666667,VCT
1851,San Marino,13.095916666666668,1.6609166666666668,SMR
1851,Saudi Arabia,25.2895,1.72725,SAU
1851,Senegal,27.605166666666666,1.3876666666666668,SEN
1851,Serbia,9.951166666666667,1.7430833333333335,SRB
1851,Seychelles,26.74407655242794,0.7036019455824266,SYC
1851,Sierra Leone,25.501416666666668,1.35925,SLE
1851,Singapore,26.08841666666667,1.24075,SGP
1851,Sint Maarten,26.26125,1.1856666666666666,SXM
1851,Slovakia,7.323166666666666,1.5907499999999999,SVK
1851,Slovenia,8.8995,1.6978333333333333,SVN
1851,Somalia,26.87478102460281,0.7891312596427417,SOM
1851,South America,21.415833333333335,1.15675,
1851,South Korea,10.621416666666667,1.6565833333333335,KOR
1851,Spain,13.253083333333334,1.639,ESP
1851,Sri Lanka,26.59466666666667,1.1777499999999999,LKA
1851,Suriname,25.602833333333333,1.221,SUR
1851,Svalbard And Jan Mayen,-7.3745,3.6945,SJM
1851,Sweden,2.52225,1.4436666666666664,SWE
1851,Switzerland,6.0361666666666665,1.5843333333333334,CHE
1851,Syria,18.12675,1.9499166666666667,SYR
1851,Taiwan,21.611666666666665,1.7499166666666666,TWN
1851,Tajikistan,3.5295833333333335,2.0915833333333333,TJK
1851,Tanzania,22.34848597912409,0.4594885992400721,TZA
1851,Thailand,25.6775,1.4289166666666666,THA
1851,Togo,26.402083333333334,1.2129166666666666,TGO
1851,Trinidad And Tobago,25.66175,1.20775,TTO
1851,Tunisia,19.343833333333333,1.7211666666666667,TUN
1851,Turkey,11.921166666666666,1.8163333333333334,TUR
1851,Turkmenistan,14.65625,2.3826666666666667,TKM
1851,Turks And Caicas Islands,26.37975,1.3661666666666665,TCA
1851,Uganda,23.030237321346643,0.6065783616607446,UGA
1851,Ukraine,8.423166666666667,1.5512500000000002,UKR
1851,United Arab Emirates,27.372416666666666,1.61825,ARE
1851,United Kingdom,8.333666666666668,1.5054999999999998,GBR
1851,United States of America,8.6575,1.526,USA
1851,Uruguay,16.840416666666666,2.1224166666666666,URY
1851,Uzbekistan,12.04275,2.5075,UZB
1851,Venezuela,24.605249999999998,1.17875,VEN
1851,Vietnam,23.35258333333333,1.4769166666666667,VNM
1851,Virgin Islands,26.006333333333334,1.2143333333333333,VIR
1851,Western Sahara,22.487,1.7414166666666666,ESH
1851,Zambia,21.28887467571386,0.5682230480994716,ZMB
1851,Zimbabwe,21.127263525656286,0.5560705964939151,ZWE
1851,Åland,5.306333333333334,1.5128333333333333,ALA
1852,Afghanistan,13.541166666666667,2.253833333333333,AFG
1852,Africa,24.07091961998654,0.39553545466604584,
1852,Albania,12.744583333333333,1.46275,ALB
1852,Algeria,22.856583333333333,1.6674166666666668,DZA
1852,Andorra,11.503749999999998,1.6114166666666667,AND
1852,Anguilla,26.026,1.1225,AIA
1852,Antigua And Barbuda,25.855166666666666,1.1050833333333332,ATG
1852,Armenia,8.326166666666667,1.5836666666666668,ARM
1852,Aruba,27.24716666666667,1.1955,ABW
1852,Asia,6.792083333333333,1.0225,
1852,Australia,20.1885,1.5291666666666668,AUS
1852,Austria,6.502,1.3303333333333334,AUT
1852,Azerbaijan,10.991,1.5518333333333334,AZE
1852,Bahamas,24.543333333333333,1.4495833333333332,BHS
1852,Bahrain,25.517749999999996,1.93525,BHR
1852,Baker Island,24.843999999999998,1.0890833333333332,BKI
1852,Bangladesh,24.225166666666667,1.5763333333333334,BGD
1852,Barbados,25.941750000000003,1.0558333333333334,BRB
1852,Belarus,5.272833333333334,1.4400833333333332,BLR
1852,Belgium,10.084833333333334,1.4521666666666666,BEL
1852,Belize,24.66841666666667,1.6166666666666665,BLZ
1852,Benin,27.168486469672796,0.5730826069656859,BEN
1852,Bhutan,11.158499999999998,1.6655833333333334,BTN
1852,"Bonaire, Saint Eustatius And Saba",26.547166666666666,1.1435,BES
1852,Bosnia And Herzegovina,10.535333333333334,1.4480000000000002,BIH
1852,Brazil,24.359916666666667,1.06075,BRA
1852,British Virgin Islands,25.738166666666668,1.1701666666666666,VGB
1852,Bulgaria,10.6135,1.5211666666666668,BGR
1852,Burkina Faso,28.09103442224843,0.6930044240317073,BFA
1852,Burma,23.16725,1.3637500000000002,MMR
1852,Burundi,20.07265971192271,0.6651153357904309,BDI
1852,Cambodia,26.148916666666665,1.3399999999999999,KHM
1852,Canada,-5.358,2.2925833333333334,CAN
1852,Cape Verde,24.18694824772002,0.7537416225351709,CPV
1852,Cayman Islands,26.172,1.409,CYM
1852,China,5.857500000000001,1.1983333333333333,CHN
1852,Christmas Island,25.226416666666665,1.0896666666666668,CXR
1852,Colombia,24.149583333333336,1.1001666666666667,COL
1852,Comoros,25.716172196158762,0.5031438330543442,COM
1852,Democratic Republic of the Congo,23.77197359686852,0.5186203064723688,COD
1852,Costa Rica,24.992166666666666,1.1649166666666666,CRI
1852,Croatia,11.41275,1.4124999999999999,HRV
1852,Cuba,24.796750000000003,1.4094166666666668,CUB
1852,Curaçao,26.7005,1.1824166666666667,CUW
1852,Cyprus,18.603333333333335,1.4868333333333332,CYP
1852,Czech Republic,8.147333333333334,1.3753333333333335,CZE
1852,Côte D'Ivoire,25.955528446774608,0.6200491733773992,CIV
1852,Denmark,-18.322666666666667,2.9324999999999997,DNK
1852,Dominica,25.567833333333336,1.0603333333333333,DMA
1852,Dominican Republic,24.8985,1.2940833333333333,DOM
1852,Egypt,22.32466666666667,1.8751666666666666,EGY
1852,El Salvador,24.511,1.397,SLV
1852,Estonia,3.876833333333334,1.4438333333333333,EST
1852,Ethiopia,23.01091274433341,0.6764322840208076,ETH
1852,Europe,7.902333333333334,1.3133333333333332,
1852,Faroe Islands,7.302583333333334,1.571,FRO
1852,Finland,0.4207500000000001,1.56525,FIN
1852,France,13.035583333333333,1.4400833333333332,FRA
1852,French Guiana,25.1855,1.0441666666666667,GUF
1852,Gambia,27.542232038346956,0.7215023065196452,GMB
1852,Georgia,7.85275,1.4235,GEO
1852,Germany,8.750583333333333,1.33625,DEU
1852,Ghana,26.70908014331874,0.5567403699592749,GHA
1852,Greece,14.823749999999999,1.45375,GRC
1852,Greenland,-18.869333333333334,3.0180000000000002,GRL
1852,Grenada,26.229,1.08025,GRD
1852,Guadeloupe,25.755,1.0911666666666666,GLP
1852,Guatemala,22.754333333333335,1.5729166666666667,GTM
1852,Guernsey,11.459000000000001,1.4364166666666665,GGY
1852,Guinea,25.45886409213546,0.6645868232573878,GIN
1852,Guinea Bissau,26.766796724870115,0.7120421983034886,GNB
1852,Guyana,25.482249999999997,1.1055833333333334,GUY
1852,Haiti,25.626083333333337,1.3248333333333333,HTI
1852,Honduras,24.273083333333332,1.3539166666666667,HND
1852,Hong Kong,22.332166666666666,1.8589166666666666,HKG
1852,Hungary,9.907833333333333,1.5099166666666666,HUN
1852,Iceland,1.7858333333333334,2.0271666666666666,ISL
1852,India,23.378333333333334,1.38025,IND
1852,Indonesia,25.12891666666667,1.0494166666666667,IDN
1852,Iran,17.2405,1.9933333333333334,IRN
1852,Iraq,21.512333333333334,1.937833333333333,IRQ
1852,Ireland,9.818666666666667,1.4521666666666668,IRL
1852,Isle Of Man,9.811666666666666,1.3628333333333333,IMN
1852,Israel,19.449916666666667,1.70925,ISR
1852,Italy,12.784166666666666,1.3014166666666667,ITA
1852,Jamaica,25.455083333333334,1.3328333333333333,JAM
1852,Japan,11.117833333333332,1.6518333333333333,JPN
1852,Jersey,11.459000000000001,1.4364999999999999,JEY
1852,Jordan,19.14741666666667,1.82875,JOR
1852,Kazakhstan,4.749416666666667,2.3110833333333334,KAZ
1852,Kenya,24.103561089426332,0.5292465251203292,KEN
1852,Kuwait,24.7025,2.0519166666666666,KWT
1852,Kyrgyzstan,2.7264166666666667,2.34075,KGZ
1852,Laos,23.125500000000002,1.5619166666666666,LAO
1852,Latvia,4.615916666666666,1.40825,LVA
1852,Lebanon,17.498333333333335,1.6747500000000002,LBN
1852,Liberia,25.382850645535687,0.6565388749850202,LBR
1852,Libya,22.062749999999998,1.88225,LBY
1852,Liechtenstein,5.0215000000000005,1.36,LIE
1852,Lithuania,5.522333333333333,1.3785,LTU
1852,Luxembourg,9.748583333333334,1.4429166666666668,LUX
1852,Macau,22.081166666666665,1.91475,MAC
1852,Macedonia,10.527416666666667,1.5303333333333333,MKD
1852,Madagascar,22.769626356768423,0.5614109378441479,MDG
1852,Malawi,21.43417772775568,0.528227996710851,MWI
1852,Malaysia,25.286416666666668,1.0873333333333333,MYS
1852,Mali,28.43820043970908,0.770167277487141,MLI
1852,Malta,18.595250000000004,1.5321666666666667,MLT
1852,Martinique,25.567833333333336,1.0603333333333333,MTQ
1852,Mauritania,27.589201821818367,0.9388002421849041,MRT
1852,Mauritius,23.539843091942316,0.6210022245799937,MUS
1852,Mayotte,26.351951131374534,0.5404804661688912,MYT
1852,Mexico,20.232083333333332,2.055083333333333,MEX
1852,Moldova,8.7525,1.32475,MDA
1852,Monaco,9.010833333333332,1.4939166666666666,MCO
